id,label
10528,1.0361091e-12
10529,1.960146e-12
1053,1.0
10530,2.125216e-12
10531,0.99887955
10532,3.1438256e-07
10533,2.8561297e-05
10534,1.0
10535,0.00026217103
10536,0.2564686
10537,0.9996374
10538,0.0021978915
10539,6.1432104e-08
1054,1.0
10540,0.9999999
10541,0.9319513
10542,0.45502183
10543,3.674505e-11
10544,2.8397233e-08
10545,3.4768455e-09
10546,1.6167767e-11
10547,0.24088883
10548,1.0
10549,2.1237119e-09
1055,0.44143257
10550,0.99495924
10551,0.9999969
10552,9.748488e-09
10553,0.00027561188
10554,0.99995553
10555,3.0015122e-17
10556,0.99984956
10557,0.012447685
10558,0.9999986
10559,1.0
1056,0.99850094
10560,9.888676e-06
10561,0.99959946
10562,1.0
10563,1.0
10564,1.0
10565,1.0
10566,1.0
10567,1.0
10568,0.9999093
10569,0.99999964
1057,1.0
10570,0.9590856
10571,1.0
10572,2.0970383e-08
10573,5.7786372e-05
10574,1.0
10575,0.00012600422
10576,1.0462956e-07
10577,2.4575736e-06
10578,0.99947476
10579,0.6557949
1058,1.0
10580,0.9999937
10581,0.999999
10582,4.075552e-08
10583,0.9999925
10584,0.77585685
10585,0.033445835
10586,5.3210034e-14
10587,0.9999954
10588,1.0
10589,7.928933e-15
1059,1.0
10590,2.1893095e-08
10591,1.0
10592,0.9812156
10593,0.9998318
10594,1.0
10595,1.0
10596,1.3874411e-06
10597,4.2507813e-07
10598,1.0
10599,0.99999976
106,0.9999998
1060,8.283051e-09
10600,0.99937177
10601,0.868551
10602,0.9998441
10603,3.2172284e-07
10604,0.00043851137
10605,0.0011244714
10606,1.0
10607,1.1393015e-05
10608,0.99975693
10609,0.88338816
1061,2.3534028e-10
10610,1.0
10611,8.50202e-09
10612,0.99992967
10613,9.035262e-09
10614,8.8244164e-08
10615,4.0812886e-10
10616,1.0
10617,0.48413247
10618,2.115279e-07
10619,0.0187881
1062,1.285273e-07
10620,0.9995252
10621,4.5913785e-17
10622,0.9994831
10623,1.3270486e-18
10624,1.8755334e-11
10625,0.99955666
10626,0.02102694
10627,1.7714596e-08
10628,1.636975e-10
10629,1.0
1063,2.0778088e-11
10630,4.7218404e-07
10631,8.9334264e-08
10632,0.99999213
10633,1.0
10634,2.135852e-07
10635,5.5557416e-12
10636,0.9795866
10637,0.0018578768
10638,7.608468e-09
10639,1.0
1064,5.9091465e-10
10640,1.0
10641,1.0
10642,0.99999726
10643,1.6890667e-14
10644,0.99975866
10645,1.0
10646,0.7467594
10647,0.953873
10648,1.0
10649,4.4076828e-07
1065,2.2803809e-08
10650,4.794783e-10
10651,0.99998057
10652,4.4726696e-12
10653,1.119013e-09
10654,7.8056956e-07
10655,1.948053e-18
10656,1.0
10657,8.7844455e-05
10658,0.9999992
10659,1.0
1066,1.0
10660,4.0251033e-13
10661,1.0
10662,1.0
10663,0.9999108
10664,4.867098e-09
10665,0.04055825
10666,1.0
10667,1.0
10668,2.930032e-09
10669,2.3455272e-08
1067,1.0
10670,8.300353e-05
10671,0.0022571385
10672,8.56171e-07
10673,1.0
10674,8.362773e-09
10675,0.00030714273
10676,0.0009395182
10677,0.01583922
10678,0.027259976
10679,1.1482438e-14
1068,0.99787915
10680,0.99962807
10681,3.6727837e-21
10682,0.0020657778
10683,0.99998105
10684,1.0
10685,0.79901695
10686,5.0121735e-06
10687,3.4387913e-09
10688,1.0
10689,1.0
1069,4.4291915e-10
10690,0.121255666
10691,0.0048368275
10692,1.0
10693,4.2398908e-05
10694,3.329604e-09
10695,1.0
10696,1.0
10697,1.0
10698,0.002741754
10699,0.87936974
107,3.499283e-05
1070,1.0
10700,1.790436e-10
10701,1.0
10702,0.9870059
10703,0.6567677
10704,0.029427797
10705,0.99973506
10706,0.99989676
10707,1.0
10708,2.3932625e-08
10709,1.0
1071,1.2462934e-13
10710,0.79568475
10711,1.0358184e-05
10712,1.0
10713,0.24267519
10714,0.997311
10715,1.0
10716,0.11536816
10717,0.99999166
10718,1.7855474e-08
10719,0.9999994
1072,0.99991095
10720,0.99991256
10721,2.0348878e-13
10722,1.153182e-05
10723,1.0
10724,0.99999964
10725,0.9999993
10726,2.447719e-12
10727,1.1417734e-13
10728,3.0154038e-10
10729,5.505325e-10
1073,1.6621624e-06
10730,0.9986237
10731,0.99997985
10732,2.1689635e-05
10733,0.94241655
10734,2.74538e-05
10735,1.3438754e-14
10736,0.99929905
10737,3.8957543e-07
10738,0.9998897
10739,1.0
1074,0.970588
10740,6.060218e-05
10741,0.99556816
10742,0.9999348
10743,0.9997722
10744,0.9999794
10745,0.010216415
10746,1.0674713e-07
10747,0.00010446501
10748,9.695171e-14
10749,5.240714e-19
1075,0.9921205
10750,0.9999988
10751,4.8229078e-05
10752,0.999948
10753,0.619242
10754,2.6342798e-13
10755,0.9999999
10756,0.99999845
10757,3.0103482e-09
10758,0.9999589
10759,8.32949e-08
1076,0.000518471
10760,0.025674343
10761,0.052482218
10762,1.0207275e-11
10763,1.140381e-16
10764,7.4808435e-07
10765,1.0
10766,0.9989283
10767,0.9999291
10768,1.0
10769,1.0
1077,0.017000139
10770,1.0
10771,0.98927486
10772,0.4234677
10773,0.99999976
10774,1.4262275e-17
10775,3.772427e-08
10776,1.9684077e-08
10777,1.0
10778,5.4097954e-06
10779,1.1543196e-07
1078,1.18170185e-08
10780,2.1579932e-18
10781,1.1583909e-11
10782,0.9903691
10783,0.00024098158
10784,6.541274e-11
10785,1.0
10786,0.0009559393
10787,0.9993284
10788,0.99981844
10789,1.3343599e-16
1079,0.9964982
10790,0.99502826
10791,1.6732407e-05
10792,0.012688637
10793,0.0030777454
10794,0.999922
10795,1.0
10796,0.00035339594
10797,0.0025642216
10798,1.0
10799,2.5118788e-13
108,1.9944286e-05
1080,1.0
10800,0.7301654
10801,0.99996483
10802,5.563109e-09
10803,8.579255e-08
10804,0.9992829
10805,0.0005365312
10806,1.0
10807,3.430594e-10
10808,0.9816928
10809,7.181157e-11
1081,0.99337643
10810,0.00064986944
10811,1.0
10812,4.454959e-09
10813,2.588258e-11
10814,0.07210302
10815,0.663048
10816,0.9989842
10817,6.6723857e-12
10818,1.476593e-07
10819,2.0510221e-07
1082,0.99999964
10820,0.99997985
10821,0.99948674
10822,0.009988159
10823,0.0036206245
10824,2.3419096e-07
10825,1.0
10826,1.0
10827,0.0025646985
10828,0.045239538
10829,0.99999523
1083,0.9999732
10830,0.016697407
10831,0.9983103
10832,0.967513
10833,0.17510778
10834,0.022437215
10835,2.1911288e-10
10836,0.99861866
10837,0.99877834
10838,1.0
10839,6.3073863e-21
1084,2.8464751e-06
10840,0.0023047924
10841,0.001280129
10842,1.708548e-07
10843,2.7315073e-05
10844,1.0
10845,0.99984753
10846,0.14961413
10847,1.0
10848,0.9996065
10849,6.454984e-12
1085,0.00031521916
10850,5.9632472e-09
10851,1.0
10852,0.18404445
10853,1.0
10854,0.9999936
10855,0.99986374
10856,0.00061550736
10857,1.0
10858,0.95866334
10859,0.9999931
1086,0.99999917
10860,1.2203612e-10
10861,1.0
10862,2.5285738e-09
10863,0.99999106
10864,0.9931505
10865,7.6673216e-13
10866,1.0
10867,9.925545e-13
10868,0.0037175417
10869,0.9999896
1087,0.97962904
10870,8.8986715e-05
10871,9.2235714e-10
10872,0.99963534
10873,6.0449756e-10
10874,0.24644342
10875,1.0
10876,1.0
10877,0.004121095
10878,3.0286925e-12
10879,1.0
1088,2.9704486e-07
10880,6.727949e-05
10881,0.99999
10882,0.030770034
10883,1.0
10884,4.2462758e-09
10885,0.0039610565
10886,1.4739661e-26
10887,6.0818963e-12
10888,1.0
10889,0.0036129057
1089,1.0
10890,0.003794849
10891,0.015887976
10892,1.0
10893,1.5715366e-06
10894,1.4061065e-05
10895,1.0
10896,0.9978932
10897,0.018961966
10898,1.0
10899,1.0
109,0.99871093
1090,0.00011890342
10900,1.0
10901,1.3265185e-05
10902,0.99999964
10903,1.0
10904,0.98670197
10905,1.0
10906,8.640331e-11
10907,1.0
10908,0.008374333
10909,1.0
1091,0.99908173
10910,5.512295e-05
10911,0.99988794
10912,0.9999815
10913,5.156803e-06
10914,1.0
10915,8.845418e-18
10916,1.0
10917,0.00049063563
10918,1.3115291e-09
10919,1.0
1092,0.041446358
10920,1.0
10921,0.006398052
10922,2.6033937e-11
10923,0.0062356293
10924,0.99999547
10925,0.9999981
10926,0.9999115
10927,0.0014896393
10928,1.4438551e-16
10929,0.9997525
1093,0.047953248
10930,1.0
10931,0.0004091859
10932,1.0
10933,2.313756e-09
10934,1.6228925e-13
10935,0.999963
10936,0.99999917
10937,0.99995744
10938,7.9178967e-16
10939,0.00022390485
1094,0.99975866
10940,0.9999949
10941,3.299493e-07
10942,1.0707355e-08
10943,0.030156493
10944,1.5110661e-05
10945,9.65946e-13
10946,0.99999684
10947,5.0604596e-09
10948,0.9993304
10949,6.7384905e-13
1095,1.0
10950,5.8983907e-05
10951,1.0
10952,0.99050033
10953,2.6817113e-09
10954,0.99996376
10955,3.0570862e-11
10956,0.0065303147
10957,1.0
10958,3.3058327e-11
10959,0.5402788
1096,0.99995136
10960,0.00080031157
10961,0.9263507
10962,0.058425754
10963,1.0
10964,3.0022293e-05
10965,7.387608e-14
10966,0.99999976
10967,1.252296e-09
10968,1.0
10969,0.9504682
1097,7.135909e-07
10970,7.0472296e-08
10971,4.9837394e-07
10972,4.2643242e-10
10973,0.9999995
10974,0.99999976
10975,2.55792e-10
10976,0.997558
10977,1.7942649e-10
10978,3.6312773e-05
10979,1.0
1098,9.027055e-05
10980,1.3521108e-10
10981,0.0013825297
10982,0.9997302
10983,1.0
10984,1.0
10985,0.99999905
10986,6.080865e-08
10987,4.2926125e-08
10988,1.7398498e-11
10989,7.075823e-12
1099,1.4701702e-07
10990,0.9999809
10991,0.000106906635
10992,1.3019594e-11
10993,0.99999917
10994,0.4069605
10995,0.03237009
10996,1.0
10997,8.248209e-09
10998,0.99999744
10999,3.9410168e-08
11,3.345514e-08
110,0.9998557
1100,1.0
11000,0.00484702
11001,1.0
11002,0.9990658
11003,4.1554413e-09
11004,1.5893775e-08
11005,0.9999937
11006,1.0
11007,0.9997896
11008,0.06811103
11009,1.4954719e-06
1101,0.7559974
11010,0.9999931
11011,0.05001208
11012,0.99999875
11013,1.0
11014,0.9945083
11015,1.0
11016,0.99890614
11017,7.547016e-06
11018,7.7035077e-07
11019,0.99999964
1102,1.4493704e-09
11020,1.0
11021,0.9401604
11022,1.9239762e-08
11023,1.0
11024,1.0
11025,3.1967218e-07
11026,5.782347e-07
11027,0.9803264
11028,6.645211e-05
11029,0.99999005
1103,7.9656405e-07
11030,1.0
11031,1.8074998e-17
11032,2.9729512e-07
11033,0.99997365
11034,0.9998215
11035,0.99981594
11036,0.99982214
11037,1.0
11038,3.828757e-16
11039,7.812929e-12
1104,0.010127634
11040,1.4417117e-08
11041,1.0
11042,1.3998064e-08
11043,1.0
11044,0.9993316
11045,1.5433712e-12
11046,1.0
11047,1.0
11048,1.0
11049,1.5112735e-07
1105,0.05633962
11050,1.0
11051,0.99982476
11052,0.015836924
11053,0.98032945
11054,0.9999634
11055,0.00018030405
11056,9.970449e-07
11057,1.0
11058,0.008040518
11059,3.834976e-09
1106,0.999936
11060,5.0657304e-06
11061,1.487017e-08
11062,1.0
11063,1.0
11064,2.5505187e-07
11065,1.0
11066,1.0
11067,4.7599613e-08
11068,0.015071005
11069,1.0
1107,4.1203934e-06
11070,1.0
11071,1.0
11072,0.04541704
11073,3.2774697e-06
11074,1.2371235e-20
11075,1.986627e-10
11076,1.3001994e-08
11077,1.9661059e-17
11078,4.691885e-06
11079,0.99988043
1108,1.0
11080,1.0
11081,1.0
11082,9.7291966e-11
11083,0.99999416
11084,0.9998604
11085,0.99996483
11086,9.735386e-13
11087,3.3528092e-08
11088,0.7822293
11089,1.0
1109,1.3568884e-09
11090,1.0
11091,0.0054728687
11092,1.0
11093,1.0
11094,0.028900385
11095,0.9999768
11096,0.9377781
11097,0.97634834
11098,2.4539635e-05
11099,2.4568391e-05
111,0.9999064
1110,1.3745631e-08
11100,0.99860394
11101,0.99999297
11102,5.3107873e-05
11103,4.5565056e-07
11104,1.0
11105,0.6394249
11106,0.002382815
11107,0.9999962
11108,0.012425095
11109,9.507489e-06
1111,2.4991324e-14
11110,3.1830143e-05
11111,0.9999927
11112,0.9999851
11113,0.80271256
11114,0.99999976
11115,1.74392e-18
11116,0.99990284
11117,1.0
11118,1.17934725e-07
11119,3.268962e-05
1112,0.0001321137
11120,0.63875043
11121,0.0024916232
11122,2.4046376e-08
11123,0.9999869
11124,6.137917e-19
11125,0.99996537
11126,1.0
11127,0.00018021464
11128,1.0
11129,1.5355278e-09
1113,2.7410058e-20
11130,2.046607e-10
11131,1.0970675e-06
11132,0.11373356
11133,0.99998474
11134,0.9999997
11135,0.00045487285
11136,0.25026172
11137,5.711482e-09
11138,0.99855494
11139,0.99916285
1114,0.99999917
11140,1.0
11141,0.9999985
11142,0.12954247
11143,1.0
11144,2.9107893e-11
11145,0.9999995
11146,0.80641985
11147,0.9999995
11148,0.9998051
11149,1.0
1115,0.99999917
11150,2.6230527e-14
11151,1.0
11152,1.0
11153,0.9999989
11154,1.0
11155,0.9995531
11156,0.0009326339
11157,0.9999782
11158,0.0030312836
11159,1.0
1116,0.9855777
11160,8.9598e-06
11161,0.9999112
11162,2.2723158e-10
11163,5.0700996e-06
11164,1.0
11165,0.9999732
11166,8.3656325e-08
11167,8.096809e-05
11168,0.0038327575
11169,0.99999744
1117,4.6404287e-12
11170,1.0
11171,3.4548968e-06
11172,2.3025686e-17
11173,0.9998734
11174,1.0
11175,1.0
11176,0.99985945
11177,0.6238896
11178,0.99975085
11179,9.6790374e-11
1118,6.98377e-10
11180,0.9999995
11181,0.5999371
11182,1.0
11183,2.6345174e-12
11184,2.4911267e-11
11185,1.4271859e-07
11186,0.003903091
11187,1.7269039e-10
11188,0.98590946
11189,1.0
1119,2.3343215e-11
11190,0.00045520067
11191,0.9996208
11192,2.9720063e-11
11193,0.9999769
11194,0.94473845
11195,0.99994504
11196,9.84884e-11
11197,2.8450598e-18
11198,1.1885273e-06
11199,4.2199338e-11
112,0.9999822
1120,5.3087388e-06
11200,0.00013548136
11201,1.0
11202,0.99994856
11203,2.6541411e-09
11204,0.9999599
11205,0.99998856
11206,3.2972763e-10
11207,3.3600464e-10
11208,0.21568316
11209,1.0379344e-09
1121,0.9997805
11210,0.999999
11211,0.9690422
11212,0.8494027
11213,0.9900998
11214,3.724235e-11
11215,0.0013368428
11216,3.6698984e-06
11217,0.99998283
11218,0.9999996
11219,3.929973e-07
1122,0.99975306
11220,0.006408274
11221,0.000106023
11222,0.9994899
11223,3.1020354e-05
11224,1.0
11225,3.177029e-08
11226,1.8571117e-11
11227,0.9999983
11228,9.301293e-05
11229,1.0
1123,4.4680874e-06
11230,0.9999628
11231,0.99772394
11232,0.99875325
11233,1.5249834e-06
11234,4.1408883e-14
11235,1.0
11236,6.7834657e-07
11237,0.9999996
11238,1.0
11239,0.99906194
1124,0.0002503395
11240,0.00027284026
11241,0.9999666
11242,1.0
11243,5.642891e-07
11244,1.0
11245,5.7880657e-06
11246,0.0018441081
11247,1.0
11248,1.0
11249,1.0
1125,1.4978602e-11
11250,0.9739991
11251,0.99999815
11252,0.0027965307
11253,0.99999964
11254,1.0
11255,0.97593915
11256,5.8708497e-06
11257,3.0695364e-08
11258,1.0
11259,3.5941758e-10
1126,3.1081152e-14
11260,9.755987e-16
11261,0.99999976
11262,1.0
11263,2.297601e-07
11264,3.2675308e-07
11265,0.9911095
11266,0.00026765466
11267,0.9750116
11268,0.9996031
11269,1.0
1127,3.286149e-11
11270,2.140055e-08
11271,4.3536097e-06
11272,1.0
11273,0.99999905
11274,1.0
11275,4.496839e-10
11276,6.9634907e-16
11277,0.9999999
11278,0.9999132
11279,1.0
1128,1.1380879e-06
11280,0.022950232
11281,0.9999999
11282,1.0
11283,1.0
11284,0.99995553
11285,1.1910969e-05
11286,1.0
11287,3.468602e-11
11288,1.2522293e-05
11289,1.5296443e-08
1129,0.9448089
11290,0.99999535
11291,1.7615206e-11
11292,0.9261284
11293,1.0
11294,0.999998
11295,1.03308157e-13
11296,0.99744874
11297,1.0
11298,7.182374e-15
11299,2.2569085e-10
113,0.99997747
1130,0.99071664
11300,1.0
11301,2.2382241e-12
11302,0.9947247
11303,0.9999992
11304,0.9985461
11305,1.0
11306,1.0
11307,0.99994123
